center,left,right,steering_angle,accelerator,brake,speed
D:\self driving car\IMG\center_2024_01_28_12_18_38_108.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_38_108.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_38_108.jpg,0,1,0,30.19016
D:\self driving car\IMG\center_2024_01_28_12_18_38_176.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_38_176.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_38_176.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_18_38_250.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_38_250.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_38_250.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_18_38_323.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_38_323.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_38_323.jpg,0,1,0,30.19024
D:\self driving car\IMG\center_2024_01_28_12_18_38_397.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_38_397.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_38_397.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_18_38_469.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_38_469.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_38_469.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_18_38_541.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_38_541.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_38_541.jpg,0,1,0,30.19032
D:\self driving car\IMG\center_2024_01_28_12_18_38_613.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_38_613.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_38_613.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_18_38_686.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_38_686.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_38_686.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_18_38_759.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_38_759.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_38_759.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_18_38_831.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_38_831.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_38_831.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_18_38_899.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_38_899.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_38_899.jpg,0,1,0,30.19034
D:\self driving car\IMG\center_2024_01_28_12_18_38_973.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_38_973.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_38_973.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_18_39_044.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_39_044.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_39_044.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_18_39_111.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_39_111.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_39_111.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_18_39_184.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_39_184.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_39_184.jpg,0,1,0,30.19034
D:\self driving car\IMG\center_2024_01_28_12_18_39_256.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_39_256.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_39_256.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_18_39_324.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_39_324.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_39_324.jpg,-0.1,1,0,30.18764
D:\self driving car\IMG\center_2024_01_28_12_18_39_391.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_39_391.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_39_391.jpg,0,1,0,30.18708
D:\self driving car\IMG\center_2024_01_28_12_18_39_458.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_39_458.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_39_458.jpg,0,1,0,30.19013
D:\self driving car\IMG\center_2024_01_28_12_18_39_531.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_39_531.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_39_531.jpg,0,1,0,30.19024
D:\self driving car\IMG\center_2024_01_28_12_18_39_604.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_39_604.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_39_604.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_18_39_672.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_39_672.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_39_672.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_18_39_739.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_39_739.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_39_739.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_18_39_812.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_39_812.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_39_812.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_18_39_887.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_39_887.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_39_887.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_18_39_959.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_39_959.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_39_959.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_18_40_026.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_40_026.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_40_026.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_18_40_094.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_40_094.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_40_094.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_18_40_161.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_40_161.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_40_161.jpg,0,1,0,30.19034
D:\self driving car\IMG\center_2024_01_28_12_18_40_235.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_40_235.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_40_235.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_18_40_303.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_40_303.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_40_303.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_18_40_370.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_40_370.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_40_370.jpg,-0.05,1,0,30.18972
D:\self driving car\IMG\center_2024_01_28_12_18_40_444.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_40_444.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_40_444.jpg,-0.25,1,0,30.17473
D:\self driving car\IMG\center_2024_01_28_12_18_40_512.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_40_512.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_40_512.jpg,0,1,0,30.18928
D:\self driving car\IMG\center_2024_01_28_12_18_40_580.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_40_580.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_40_580.jpg,0,1,0,30.19058
D:\self driving car\IMG\center_2024_01_28_12_18_40_652.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_40_652.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_40_652.jpg,0,1,0,30.19023
D:\self driving car\IMG\center_2024_01_28_12_18_40_726.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_40_726.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_40_726.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_18_40_800.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_40_800.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_40_800.jpg,0,1,0,30.19057
D:\self driving car\IMG\center_2024_01_28_12_18_40_868.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_40_868.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_40_868.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_18_40_942.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_40_942.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_40_942.jpg,-0.1,1,0,30.18777
D:\self driving car\IMG\center_2024_01_28_12_18_41_010.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_41_010.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_41_010.jpg,-0.25,1,0,30.17484
D:\self driving car\IMG\center_2024_01_28_12_18_41_077.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_41_077.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_41_077.jpg,0,1,0,30.19014
D:\self driving car\IMG\center_2024_01_28_12_18_41_148.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_41_148.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_41_148.jpg,0,1,0,30.19019
D:\self driving car\IMG\center_2024_01_28_12_18_41_221.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_41_221.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_41_221.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_18_41_289.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_41_289.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_41_289.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_18_41_363.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_41_363.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_41_363.jpg,-0.2,1,0,30.18035
D:\self driving car\IMG\center_2024_01_28_12_18_41_431.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_41_431.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_41_431.jpg,0,1,0,30.18471
D:\self driving car\IMG\center_2024_01_28_12_18_41_504.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_41_504.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_41_504.jpg,0,1,0,30.18984
D:\self driving car\IMG\center_2024_01_28_12_18_41_576.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_41_576.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_41_576.jpg,0,1,0,30.19023
D:\self driving car\IMG\center_2024_01_28_12_18_41_649.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_41_649.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_41_649.jpg,-0.1,1,0,30.18853
D:\self driving car\IMG\center_2024_01_28_12_18_41_722.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_41_722.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_41_722.jpg,0,1,0,30.19071
D:\self driving car\IMG\center_2024_01_28_12_18_41_795.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_41_795.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_41_795.jpg,0,1,0,30.19004
D:\self driving car\IMG\center_2024_01_28_12_18_41_866.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_41_866.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_41_866.jpg,0,1,0,30.19026
D:\self driving car\IMG\center_2024_01_28_12_18_41_940.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_41_940.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_41_940.jpg,-0.2,1,0,30.18064
D:\self driving car\IMG\center_2024_01_28_12_18_42_009.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_42_009.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_42_009.jpg,0,1,0,30.19082
D:\self driving car\IMG\center_2024_01_28_12_18_42_081.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_42_081.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_42_081.jpg,0,1,0,30.19015
D:\self driving car\IMG\center_2024_01_28_12_18_42_148.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_42_148.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_42_148.jpg,0,1,0,30.19024
D:\self driving car\IMG\center_2024_01_28_12_18_42_220.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_42_220.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_42_220.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_18_42_290.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_42_290.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_42_290.jpg,-0.15,1,0,30.18477
D:\self driving car\IMG\center_2024_01_28_12_18_42_363.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_42_363.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_42_363.jpg,0,1,0,30.18971
D:\self driving car\IMG\center_2024_01_28_12_18_42_431.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_42_431.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_42_431.jpg,0,1,0,30.19025
D:\self driving car\IMG\center_2024_01_28_12_18_42_504.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_42_504.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_42_504.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_18_42_574.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_42_574.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_42_574.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_18_42_647.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_42_647.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_42_647.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_18_42_720.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_42_720.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_42_720.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_18_42_792.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_42_792.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_42_792.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_18_42_864.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_42_864.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_42_864.jpg,0,1,0,30.19074
D:\self driving car\IMG\center_2024_01_28_12_18_42_937.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_42_937.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_42_937.jpg,0,1,0,30.19032
D:\self driving car\IMG\center_2024_01_28_12_18_43_009.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_43_009.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_43_009.jpg,-0.05,1,0,30.18971
D:\self driving car\IMG\center_2024_01_28_12_18_43_081.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_43_081.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_43_081.jpg,0,1,0,30.18754
D:\self driving car\IMG\center_2024_01_28_12_18_43_150.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_43_150.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_43_150.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_18_43_223.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_43_223.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_43_223.jpg,0,1,0,30.19025
D:\self driving car\IMG\center_2024_01_28_12_18_43_292.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_43_292.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_43_292.jpg,0,1,0,30.19032
D:\self driving car\IMG\center_2024_01_28_12_18_43_364.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_43_364.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_43_364.jpg,-0.1,1,0,30.18798
D:\self driving car\IMG\center_2024_01_28_12_18_43_437.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_43_437.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_43_437.jpg,-0.3,1,0,30.16971
D:\self driving car\IMG\center_2024_01_28_12_18_43_507.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_43_507.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_43_507.jpg,0,1,0,30.18886
D:\self driving car\IMG\center_2024_01_28_12_18_43_579.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_43_579.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_43_579.jpg,0,1,0,30.19007
D:\self driving car\IMG\center_2024_01_28_12_18_43_648.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_43_648.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_43_648.jpg,-0.05,1,0,30.19005
D:\self driving car\IMG\center_2024_01_28_12_18_43_721.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_43_721.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_43_721.jpg,-0.25,1,0,30.17633
D:\self driving car\IMG\center_2024_01_28_12_18_43_792.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_43_792.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_43_792.jpg,0,1,0,30.18937
D:\self driving car\IMG\center_2024_01_28_12_18_43_861.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_43_861.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_43_861.jpg,0,0.8354208,0,30.16017
D:\self driving car\IMG\center_2024_01_28_12_18_43_931.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_43_931.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_43_931.jpg,0,0.6664251,0,30.12046
D:\self driving car\IMG\center_2024_01_28_12_18_44_003.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_44_003.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_44_003.jpg,0,0.432591,0,30.05441
D:\self driving car\IMG\center_2024_01_28_12_18_44_072.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_44_072.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_44_072.jpg,0,0.2479218,0,30.01229
D:\self driving car\IMG\center_2024_01_28_12_18_44_145.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_44_145.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_44_145.jpg,0,0.00655682,0,29.89289
D:\self driving car\IMG\center_2024_01_28_12_18_44_217.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_44_217.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_44_217.jpg,0,0,0,29.65076
D:\self driving car\IMG\center_2024_01_28_12_18_44_287.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_44_287.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_44_287.jpg,0,0.145656,0,29.50353
D:\self driving car\IMG\center_2024_01_28_12_18_44_356.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_44_356.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_44_356.jpg,0,0.3763854,0,29.51097
D:\self driving car\IMG\center_2024_01_28_12_18_44_428.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_44_428.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_44_428.jpg,-0.05,0.5670524,0,29.66705
D:\self driving car\IMG\center_2024_01_28_12_18_44_500.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_44_500.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_44_500.jpg,-0.25,0.8034561,0,30.04376
D:\self driving car\IMG\center_2024_01_28_12_18_44_571.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_44_571.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_44_571.jpg,0,0.9776484,0,30.17722
D:\self driving car\IMG\center_2024_01_28_12_18_44_641.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_44_641.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_44_641.jpg,0,1,0,30.19014
D:\self driving car\IMG\center_2024_01_28_12_18_44_710.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_44_710.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_44_710.jpg,0,0.9531625,0,30.19017
D:\self driving car\IMG\center_2024_01_28_12_18_44_781.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_44_781.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_44_781.jpg,0,0.7019689,0,30.12625
D:\self driving car\IMG\center_2024_01_28_12_18_44_851.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_44_851.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_44_851.jpg,0,0.5295103,0,30.08228
D:\self driving car\IMG\center_2024_01_28_12_18_44_920.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_44_920.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_44_920.jpg,0,0.284164,0,30.02007
D:\self driving car\IMG\center_2024_01_28_12_18_44_991.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_44_991.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_44_991.jpg,0,0.1168984,0,29.96498
D:\self driving car\IMG\center_2024_01_28_12_18_45_060.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_45_060.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_45_060.jpg,-0.2,0,0,29.73718
D:\self driving car\IMG\center_2024_01_28_12_18_45_129.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_45_129.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_45_129.jpg,0,0,0,29.51822
D:\self driving car\IMG\center_2024_01_28_12_18_45_198.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_45_198.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_45_198.jpg,0,0,0,29.27925
D:\self driving car\IMG\center_2024_01_28_12_18_45_269.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_45_269.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_45_269.jpg,-0.05,0,0,29.10191
D:\self driving car\IMG\center_2024_01_28_12_18_45_340.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_45_340.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_45_340.jpg,-0.25,0,0,28.84181
D:\self driving car\IMG\center_2024_01_28_12_18_45_411.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_45_411.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_45_411.jpg,0,0,0,28.64573
D:\self driving car\IMG\center_2024_01_28_12_18_45_481.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_45_481.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_45_481.jpg,-0.05,0,0,28.41296
D:\self driving car\IMG\center_2024_01_28_12_18_45_550.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_45_550.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_45_550.jpg,-0.2,0,0,28.23038
D:\self driving car\IMG\center_2024_01_28_12_18_45_622.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_45_622.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_45_622.jpg,0,0,0,27.98804
D:\self driving car\IMG\center_2024_01_28_12_18_45_690.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_45_690.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_45_690.jpg,0,0,0,27.81826
D:\self driving car\IMG\center_2024_01_28_12_18_45_763.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_45_763.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_45_763.jpg,-0.05,0,0,27.59399
D:\self driving car\IMG\center_2024_01_28_12_18_45_831.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_45_831.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_45_831.jpg,-0.2,0,0,27.41281
D:\self driving car\IMG\center_2024_01_28_12_18_45_902.jpg,D:\self driving car\IMG\left_2024_01_28_12_18_45_902.jpg,D:\self driving car\IMG\right_2024_01_28_12_18_45_902.jpg,0,0,0,27.17585
